source,text,created_at,retweet_count,favorite_count,word_count,sentiment
Twitter for iPhone,"For all of the Fake News Sunday Political Shows, whose bias &amp; dishonesty is greater than ever seen in our Country before, please inform your viewers that our Economy is setting records, with more people employed today than at any time in U.S. history, our Military, which....",Sun May 19 12:49:32 +0000 2019,22725,98467,48,-0.07216878364870323
Twitter for iPhone,....,Sun May 19 12:49:32 +0000 2019,15837,74990,NA,0
Twitter for iPhone,"was a depleted disaster, will soon be stronger than ever before, our Vets are finally being taken care of and now have Choice, our Courts will have 145 great new Judges, and 2 Supreme Court Justices, got rid of the disastrous Individual Mandate &amp; will protect Pre-Existing....",Sun May 19 12:49:32 +0000 2019,15837,74990,46,0.42020957504145684
Twitter for iPhone,....,Sun May 19 03:37:09 +0000 2019,18452,87837,NA,0
Twitter for iPhone,"Federal Judges (many more to come), two great new Supreme Court Justices, the Mexico City Policy, and a whole new &amp; positive attitude about the Right to Life.",Sun May 19 03:37:09 +0000 2019,18452,87837,28,0.7842762814941465
Twitter for iPhone,"The Radical Left, with late term abortion (and worse), is imploding on this issue.",Sun May 19 03:37:09 +0000 2019,18452,87837,14,-0.9086882225022429
Twitter for iPhone,We must stick together and Win....,Sun May 19 03:37:09 +0000 2019,18452,87837,6,0.20412414523193154
Twitter for iPhone,....,Sun May 19 03:37:09 +0000 2019,18753,90483,NA,0
Twitter for iPhone,for Life in 2020.,Sun May 19 03:37:09 +0000 2019,18753,90483,3,0
Twitter for iPhone,"If we are foolish and do not stay UNITED as one, all of our hard fought gains for Life can, and will, rapidly disappear!",Sun May 19 03:37:09 +0000 2019,18753,90483,24,-0.02041241452319315
Twitter for iPhone,"As most people know, and for those who would like to know, I am strongly Pro-Life, with the three exceptions - Rape, Incest and protecting the Life of the mother - the same position taken by Ronald Reagan.",Sun May 19 03:37:08 +0000 2019,28479,126794,37,0.14795908857482157
Twitter for iPhone,We have come very far in the last two years with 105 wonderful new.....,Sun May 19 03:37:08 +0000 2019,28479,126794,13,0.42989265207455263
Twitter for iPhone,"Courts &amp; Dems in Congress, neither of which have a clue, are trying to FORCE migrants into our Country!",Sat May 18 22:33:48 +0000 2019,24166,88794,19,-0.13764944032233703
Twitter for iPhone,"OUR COUNTRY IS FULL, OUR DETENTION CENTERS, HOSPITALS &amp; SCHOOLS ARE PACKED.",Sat May 18 22:33:48 +0000 2019,24166,88794,12,-0.21650635094610968
Twitter for iPhone,Crazy!,Sat May 18 22:33:48 +0000 2019,24166,88794,1,-0.75
Twitter for iPhone,Thank you Dan!,Sat May 18 21:12:31 +0000 2019,13620,61556,3,0.2886751345948129
Twitter for iPhone,https://t.co/TdvC2eVo4H,Sat May 18 21:12:31 +0000 2019,13620,61556,6,0
Twitter for iPhone,Word is out that book is GREAT!,Sat May 18 21:08:35 +0000 2019,11520,47501,7,0.1889822365046136
Twitter for iPhone,https://t.co/mTA1xcz9eQ,Sat May 18 21:08:35 +0000 2019,11520,47501,6,0
Twitter for iPhone,Congratulations to Scott on a GREAT WIN!,Sat May 18 20:59:13 +0000 2019,13732,62979,7,0.6614378277661476
Twitter for iPhone,https://t.co/IKxDrQmHfV,Sat May 18 20:59:13 +0000 2019,13732,62979,4,0
Twitter for iPhone,Our courageous and vigilant Armed Forces safeguard the blessings of liberty for us and for future generations by selflessly answering the call of duty.,Sat May 18 15:55:17 +0000 2019,19425,78608,24,0.7654655446197433
Twitter for iPhone,"Today, and every day, we acknowledge and celebrate all who proudly wear our Nation’s uniforms!",Sat May 18 15:55:17 +0000 2019,19425,78608,16,0.325
Twitter for iPhone,https://t.co/w4DNjyPqvw https://t.co/BPXkmobseQ,Sat May 18 15:55:17 +0000 2019,19425,78608,9,0
Twitter for iPhone,Consumer Sentiment in the month of May is the highest in 15 years.,Fri May 17 22:49:34 +0000 2019,17649,86366,12,0
Twitter for iPhone,Very nice!,Fri May 17 22:49:34 +0000 2019,17649,86366,2,0.6363961030678927
Twitter for iPhone,@FoxNews,Fri May 17 22:49:34 +0000 2019,17649,86366,1,0
Twitter for iPhone,"Today, it was my great honor to address the the National Association of REALTORS!",Fri May 17 19:41:59 +0000 2019,11824,53565,14,0.4008918628686366
Twitter for iPhone,https://t.co/LQNExa57ne,Fri May 17 19:41:59 +0000 2019,11824,53565,5,0
Twitter for iPhone,"With all of the Fake and Made Up News out there, Iran can have no idea what is actually going on!",Fri May 17 16:53:00 +0000 2019,20882,92642,21,-0.1636634176769943
Twitter for iPhone,It now seems the General Flynn was under investigation long before was common knowledge.,Fri May 17 14:35:05 +0000 2019,31255,127475,14,0.2672612419124244
Twitter for iPhone,"It would have been impossible for me to know this but, if that was the case, and with me being one of two people who would become president, why was I not told so that I could make a change?",Fri May 17 14:35:05 +0000 2019,31255,127475,40,-2.450765186630496e-4
Twitter for iPhone,The Fake News Media is hurting our Country with its fraudulent and highly inaccurate coverage of Iran.,Fri May 17 13:44:35 +0000 2019,19990,77435,17,-1.0792835314116818
Twitter for iPhone,"It is scattershot, poorly sourced (made up), and DANGEROUS.",Fri May 17 13:44:35 +0000 2019,19990,77435,9,-0.4166666666666667
Twitter for iPhone,"At least Iran doesn’t know what to think, which at this point may very well be a good thing!",Fri May 17 13:44:35 +0000 2019,19990,77435,20,0.6238629657224413
Twitter for iPhone,"Will Jerry Nadler ever look into the fact that Crooked Hillary deleted and acid washed 33,000 emails AFTER getting a most powerful demand notice for them from Congress?",Fri May 17 12:16:40 +0000 2019,30627,110639,27,-0.08660254037844385
Twitter for iPhone,My Campaign for President was conclusively spied on.,Fri May 17 11:11:45 +0000 2019,39378,136146,8,0
Twitter for iPhone,Nothing like this has ever happened in American Politics.,Fri May 17 11:11:45 +0000 2019,39378,136146,9,0.16666666666666666
Twitter for iPhone,A really bad situation.,Fri May 17 11:11:45 +0000 2019,39378,136146,4,-0.675
Twitter for iPhone,"TREASON means long jail sentences, and this was TREASON!",Fri May 17 11:11:45 +0000 2019,39378,136146,9,-0.9333333333333332
Twitter for iPhone,New Fox Poll: 58% of people say that the FBI broke the law in investigating Donald J. Trump.,Fri May 17 11:05:30 +0000 2019,20008,87485,17,-0.012126781251816638
Twitter for iPhone,@foxandfriends,Fri May 17 11:05:30 +0000 2019,20008,87485,1,0
Twitter for iPhone,MAKE AMERICA GREAT AGAIN!,Fri May 17 11:01:01 +0000 2019,41975,207026,4,0.25
Twitter for iPhone,DRAIN THE SWAMP!,Fri May 17 11:00:06 +0000 2019,23558,103617,3,-0.9237604307034013
Twitter for iPhone,“What happened is that Donald Trump won.,Fri May 17 10:58:43 +0000 2019,14178,66947,7,0.15118578920369088
Twitter for iPhone,Down goes Comey.” @foxandfriends,Fri May 17 10:58:43 +0000 2019,14178,66947,4,0
Twitter for iPhone,Will the Democrats give our Country a badly needed immigration win before the election?,Fri May 17 10:53:25 +0000 2019,13653,64140,14,-0.0668153104781061
Twitter for iPhone,Good chance!,Fri May 17 10:53:25 +0000 2019,13653,64140,2,0.7071067811865475
Twitter for iPhone,All people that are illegally coming into the United States now will be removed from our Country at a later date as we build up our removal forces and as the laws are changed.,Fri May 17 10:51:34 +0000 2019,45841,176208,34,-0.025724787771376323
Twitter for iPhone,"Please do not make yourselves too comfortable, you will be leaving soon!",Fri May 17 10:51:34 +0000 2019,45841,176208,12,-0.43301270189221935
Twitter for iPhone,Border Patrol is apprehending record numbers of people at the Southern Border.,Fri May 17 10:44:53 +0000 2019,15809,65120,12,0
Twitter for iPhone,"The bad “hombres,” of which there are many, are being detained &amp; will be sent home.",Fri May 17 10:44:53 +0000 2019,15809,65120,16,-0.3375
Twitter for iPhone,"Those which we release under the ridiculous Catch &amp; Telease loophole, are being registered and will be removed later!",Fri May 17 10:44:53 +0000 2019,15809,65120,19,-0.22941573387056174
Twitter for iPhone,"The Democrats now realize that there is a National Emergency at the Border and that, if we work together, it can be immediately fixed.",Fri May 17 10:36:38 +0000 2019,15691,69732,24,-0.10206207261596577
Twitter for iPhone,We need Democrat votes and all will be well!,Fri May 17 10:36:38 +0000 2019,15691,69732,9,0.26666666666666666
Twitter for iPhone,.@BilldeBlasio is the worst Mayor in the history of New York City - he won’t last long!,Thu May 16 22:11:37 +0000 2019,26182,106297,17,0.19402850002906638
Twitter for iPhone,https://t.co/NyYntsX573,Thu May 16 22:11:37 +0000 2019,26182,106297,4,0
Twitter for iPhone,"We are here on this beautiful spring day to unveil our plan to create a fair, modern &amp; LAWFUL system of immigration for the U.S.",Thu May 16 19:13:58 +0000 2019,20905,80047,26,0.6275716324421889
Twitter for iPhone,"If adopted, our plan will transform America’s immigration system into the pride of our Nation and the envy of the modern world.",Thu May 16 19:13:58 +0000 2019,20905,80047,23,0.010425720702853726
Twitter for iPhone,https://t.co/YqyTYgTByD,Thu May 16 19:13:58 +0000 2019,20905,80047,4,0
Twitter for iPhone,Congratulations to Dan Bishop on his big Republican Primary victory in the 9th Congressional District of North Carolina.,Thu May 16 16:53:23 +0000 2019,15939,73851,18,0.5539003119294623
Twitter for iPhone,"Dan is strong on Crime, Loves our Military, Vets, 2A, and great Healthcare.",Thu May 16 16:53:23 +0000 2019,15939,73851,13,0.34668762264076824
Twitter for iPhone,He has my Complete and Total Endorsement!,Thu May 16 16:53:23 +0000 2019,15939,73851,7,0.1889822365046136
Twitter for iPhone,#MAGA,Thu May 16 16:53:23 +0000 2019,15939,73851,1,0
Twitter for iPhone,The Dems are getting another beauty to join their group.,Thu May 16 12:33:40 +0000 2019,30836,130036,10,0.23717082451262844
Twitter for iPhone,"Bill de Blasio of NYC, considered the worst mayor in the U.S., will supposedly be making an announcement for president today.",Thu May 16 12:33:40 +0000 2019,30836,130036,22,-0.10660035817780521
Twitter for iPhone,"He is a JOKE, but if you like high taxes &amp; crime, he’s your man.",Thu May 16 12:33:40 +0000 2019,30836,130036,16,0.34375
Twitter for iPhone,NYC HATES HIM!,Thu May 16 12:33:40 +0000 2019,30836,130036,3,-0.43301270189221935
Twitter for iPhone,"The Fake News Washington Post, and even more Fake News New York Times, are writing stories that there is infighting with respect to my strong policy in the Middle East.",Wed May 15 19:10:47 +0000 2019,23071,105547,30,0.06207522318391884
Twitter for iPhone,There is no infighting whatsoever....,Wed May 15 19:10:47 +0000 2019,23071,105547,5,0
Twitter for iPhone,....,Wed May 15 19:10:47 +0000 2019,17143,85084,NA,0
Twitter for iPhone,Different opinions are expressed and I make a decisive and final decision - it is a very simple process.,Wed May 15 19:10:47 +0000 2019,17143,85084,18,0.11785113019775793
Twitter for iPhone,"All sides, views, and policies are covered.",Wed May 15 19:10:47 +0000 2019,17143,85084,7,0
Twitter for iPhone,I’m sure that Iran will want to talk soon.,Wed May 15 19:10:47 +0000 2019,17143,85084,10,0.12649110640673517
Twitter for iPhone,"We stand firmly, strongly, and proudly with the incredible men and women of law enforcement.",Wed May 15 18:56:51 +0000 2019,23854,96673,15,0.36147844564602555
Twitter for iPhone,"You do not hear it nearly enough, but Americans across this Country love you, support you, and respect you more than you could possibly know!",Wed May 15 18:56:51 +0000 2019,23854,96673,25,0.6675
Twitter for iPhone,#PeaceOfficersMemorialDay https://t.co/T0qB5zN7WG,Wed May 15 18:56:51 +0000 2019,23854,96673,8,0
Twitter for iPhone,"The courage &amp; sacrifice of our heroes is the reason our flag stands tall, our hearts beat with pride, and our Country remains one people, one family, and one NATION UNDER GOD.",Wed May 15 18:20:30 +0000 2019,20112,82992,32,0.42426406871192845
Twitter for iPhone,"Today, we thank you, we honor you, &amp; we forever cherish the memory of our Fallen Men and Women in Blue!",Wed May 15 18:20:30 +0000 2019,20112,82992,21,0.3818813079129867
Twitter for iPhone,https://t.co/ARHYgDVi3M,Wed May 15 18:20:30 +0000 2019,20112,82992,5,0
Twitter for iPhone,"Thank you Joe and remember, the BRAIN is much sharper also!",Wed May 15 12:53:28 +0000 2019,23178,107248,11,0.6934760925288563
Twitter for iPhone,https://t.co/h1fG1GRQ99,Wed May 15 12:53:28 +0000 2019,23178,107248,6,0
Twitter for iPhone,The golden era of American energy is now underway!,Wed May 15 00:25:44 +0000 2019,24439,103605,9,0.19999999999999998
Twitter for iPhone,https://t.co/gEmhoMlLoc,Wed May 15 00:25:44 +0000 2019,24439,103605,4,0
Twitter for iPhone,"With incredible grit, skill, and pride, the 7,000 workers here at Sempra Energy are helping lead the American Energy Revolution.",Tue May 14 21:14:12 +0000 2019,14743,59004,19,0.4358898943540673
Twitter for iPhone,They are not only making our nation WEALTHIER but they are making America SAFER by building a future of American Energy INDEPENDENCE!,Tue May 14 21:14:12 +0000 2019,14743,59004,22,0.1918806447200494
Twitter for iPhone,https://t.co/Hqn9wEIXo9,Tue May 14 21:14:12 +0000 2019,14743,59004,5,0
Twitter for iPhone,"It is great to be here in Hackberry, Louisiana with the incredible men and women who are making America into the energy superpower of the world!",Tue May 14 20:45:21 +0000 2019,14635,59772,26,0.19611613513818404
Twitter for iPhone,https://t.co/l0DrjtHf62,Tue May 14 20:45:21 +0000 2019,14635,59772,5,0
Twitter for iPhone,"Today marks the one-year anniversary of the opening of the United States Embassy in Jerusalem, Israel.",Tue May 14 16:27:22 +0000 2019,28482,130672,17,0.12126781251816648
Twitter for iPhone,Our beautiful embassy stands as a proud reminder of our strong relationship with Israel and of the importance of keeping a promise and standing for the truth.,Tue May 14 16:27:22 +0000 2019,28482,130672,27,0.8179128813519698
Twitter for iPhone,"When Prime Minister @AbeShinzo of Japan visited with me in the @WhiteHouse two weeks ago, I told him that I would be going to the G20 in Osaka, Japan.",Tue May 14 15:43:19 +0000 2019,13496,66411,29,-0.17641057126819928
Twitter for iPhone,I look forward to being with him and other World Leaders!,Tue May 14 15:43:19 +0000 2019,13496,66411,11,0.18090680674665816
Twitter for iPhone,"Our great Senator (and Star) from the State of Arkansas, @TomCottonAR, has just completed a wonderful book, “Sacred Duty,” about Arlington National Cemetery and the men and women who serve with such love and devotion.",Tue May 14 14:59:17 +0000 2019,11718,51258,35,0.4901894677425396
Twitter for iPhone,"On sale today, make it big!",Tue May 14 14:59:17 +0000 2019,11718,51258,6,0.10206207261596577
Twitter for iPhone,"China will be pumping money into their system and probably reducing interest rates, as always, in order to make up for the business they are, and will be, losing.",Tue May 14 12:35:41 +0000 2019,17345,72648,29,0.06499336836196815
Twitter for iPhone,"If the Federal Reserve ever did a “match,” it would be game over, we win!",Tue May 14 12:35:41 +0000 2019,17345,72648,15,-0.038729833462074176
Twitter for iPhone,"In any event, China wants a deal!",Tue May 14 12:35:41 +0000 2019,17345,72648,7,0.0944911182523068
Twitter for iPhone,"Our great Senator (and Star) from the State of Arkansas, @TomCottonAR, has just completed a wonderful book, “Sacred Duty,” about Arlington National Cemetary and the men and women who serve with such love and devotion.",Tue May 14 11:39:01 +0000 2019,6493,26405,35,0.5747048932153912
Twitter for iPhone,"On sale today, make it big!",Tue May 14 11:39:01 +0000 2019,6493,26405,6,0.10206207261596577
